,_id,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease
0,6339c62618d5e7121da43efd,2022-07,TAMPINES,3 ROOM,206,TAMPINES ST 21,01 TO 03,75.0,MODEL A,1982,380000.0,59 years 02 months
1,6339c62618d5e7121da43f05,2022-07,TAMPINES,3 ROOM,226,TAMPINES ST 23,04 TO 06,73.0,MODEL A,1985,385000.0,61 years 08 months
2,6339c62618d5e7121da43f07,2022-07,TAMPINES,3 ROOM,421,TAMPINES ST 41,10 TO 12,74.0,MODEL A,1985,385000.0,62 years
3,6339c62618d5e7121da43f08,2022-07,TAMPINES,3 ROOM,422,TAMPINES ST 41,01 TO 03,64.0,SIMPLIFIED,1985,335000.0,62 years 03 months
4,6339c62618d5e7121da43f09,2022-07,TAMPINES,3 ROOM,411,TAMPINES ST 41,07 TO 09,69.0,IMPROVED,1985,370000.0,62 years 03 months
5,6339c62618d5e7121da43f0a,2022-07,TAMPINES,3 ROOM,408,TAMPINES ST 41,04 TO 06,69.0,IMPROVED,1985,380000.0,62 years
6,6339c62618d5e7121da43f10,2022-07,TAMPINES,3 ROOM,829,TAMPINES ST 81,04 TO 06,67.0,NEW GENERATION,1986,435000.0,63 years 03 months
7,6339c62618d5e7121da43f15,2022-07,TAMPINES,4 ROOM,133,SIMEI ST 1,07 TO 09,84.0,SIMPLIFIED,1988,470000.0,65 years 02 months
8,6339c62618d5e7121da43f16,2022-07,TAMPINES,4 ROOM,149,SIMEI ST 1,07 TO 09,84.0,SIMPLIFIED,1988,480000.0,64 years 09 months
9,6339c62618d5e7121da43f17,2022-07,TAMPINES,4 ROOM,110,SIMEI ST 1,04 TO 06,104.0,MODEL A,1988,502000.0,65 years
10,6339c62618d5e7121da43f1b,2022-07,TAMPINES,4 ROOM,222,SIMEI ST 4,07 TO 09,104.0,MODEL A,1988,540000.0,64 years 11 months
11,6339c62618d5e7121da43f2c,2022-07,TAMPINES,4 ROOM,272,TAMPINES ST 22,01 TO 03,103.0,MODEL A,1984,480000.0,61 years 01 month
12,6339c62618d5e7121da43f30,2022-07,TAMPINES,4 ROOM,346,TAMPINES ST 33,04 TO 06,109.0,MODEL A,1996,490000.0,73 years
13,6339c62618d5e7121da43f38,2022-07,TAMPINES,4 ROOM,462,TAMPINES ST 44,10 TO 12,89.0,SIMPLIFIED,1987,505000.0,64 years 01 month
14,6339c62618d5e7121da43f39,2022-07,TAMPINES,4 ROOM,498B,TAMPINES ST 45,01 TO 03,106.0,PREMIUM APARTMENT,1997,515000.0,74 years 01 month
15,6339c62618d5e7121da43f41,2022-07,TAMPINES,4 ROOM,897,TAMPINES ST 81,07 TO 09,104.0,MODEL A,1988,608000.0,65 years 03 months
16,6339c62618d5e7121da43f42,2022-07,TAMPINES,4 ROOM,897A,TAMPINES ST 81,10 TO 12,103.0,MODEL A,1988,500000.0,65 years 01 month
17,6339c62618d5e7121da43f47,2022-07,TAMPINES,4 ROOM,838,TAMPINES ST 82,04 TO 06,105.0,MODEL A,1985,530000.0,62 years 01 month
18,6339c62618d5e7121da43f49,2022-07,TAMPINES,4 ROOM,885,TAMPINES ST 83,04 TO 06,103.0,MODEL A,1987,520000.0,64 years 05 months
19,6339c62618d5e7121da43f4e,2022-07,TAMPINES,4 ROOM,924,TAMPINES ST 91,04 TO 06,104.0,MODEL A,1983,528000.0,60 years 05 months
20,6339c62618d5e7121da43f51,2022-07,TAMPINES,5 ROOM,167A,SIMEI LANE,07 TO 09,111.0,DBSS,2011,890000.0,87 years 08 months
21,6339c62618d5e7121da43f56,2022-07,TAMPINES,5 ROOM,945,TAMPINES AVE 4,07 TO 09,122.0,IMPROVED,1988,682000.0,65 years 01 month
22,6339c62618d5e7121da43f68,2022-07,TAMPINES,5 ROOM,842F,TAMPINES ST 82,10 TO 12,129.0,IMPROVED,1995,810100.0,72 years 02 months
23,6339c62618d5e7121da43f69,2022-07,TAMPINES,5 ROOM,842C,TAMPINES ST 82,13 TO 15,131.0,MODEL A,1995,768000.0,71 years 07 months
24,6339c62618d5e7121da43f6b,2022-07,TAMPINES,5 ROOM,870,TAMPINES ST 83,10 TO 12,121.0,IMPROVED,1989,629888.0,66 years
25,6339c62618d5e7121da43f6d,2022-07,TAMPINES,EXECUTIVE,942,TAMPINES AVE 5,10 TO 12,154.0,MAISONETTE,1988,950000.0,65 years 04 months
26,6339c62618d5e7121da43f71,2022-07,TAMPINES,EXECUTIVE,941,TAMPINES AVE 5,10 TO 12,146.0,MAISONETTE,1988,900000.0,65 years 04 months
27,6339c62618d5e7121da43f74,2022-07,TAMPINES,EXECUTIVE,942,TAMPINES AVE 5,04 TO 06,146.0,MAISONETTE,1988,840000.0,65 years 03 months
28,6339c62618d5e7121da43f76,2022-07,TAMPINES,EXECUTIVE,893A,TAMPINES AVE 8,01 TO 03,141.0,MAISONETTE,1997,760000.0,73 years 07 months
29,6339c62618d5e7121da43f79,2022-07,TAMPINES,EXECUTIVE,230E,TAMPINES ST 24,01 TO 03,148.0,APARTMENT,1993,715000.0,70 years
30,6339c62618d5e7121da43f7d,2022-07,TAMPINES,EXECUTIVE,431,TAMPINES ST 41,04 TO 06,143.0,APARTMENT,1986,755000.0,62 years 07 months
31,6339c62618d5e7121da43f7f,2022-07,TAMPINES,EXECUTIVE,889,TAMPINES ST 81,04 TO 06,146.0,MAISONETTE,1989,820000.0,65 years 08 months
32,6339c62618d5e7121da43efa,2022-07,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,10 TO 12,61.0,DBSS,2014,548000.0,91 years
33,6339c62618d5e7121da43f01,2022-07,TAMPINES,3 ROOM,293,TAMPINES ST 22,01 TO 03,73.0,MODEL A,1984,386000.0,61 years
34,6339c62618d5e7121da43f02,2022-07,TAMPINES,3 ROOM,213,TAMPINES ST 23,04 TO 06,73.0,MODEL A,1985,410000.0,61 years 09 months
35,6339c62618d5e7121da43f0c,2022-07,TAMPINES,3 ROOM,494D,TAMPINES ST 43,04 TO 06,68.0,MODEL A,2015,430000.0,92 years 04 months
36,6339c62618d5e7121da43f0e,2022-07,TAMPINES,3 ROOM,819,TAMPINES ST 81,07 TO 09,68.0,NEW GENERATION,1984,400000.0,61 years 06 months
37,6339c62618d5e7121da43f0f,2022-07,TAMPINES,3 ROOM,818,TAMPINES ST 81,04 TO 06,73.0,MODEL A,1984,390000.0,61 years
38,6339c62618d5e7121da43f12,2022-07,TAMPINES,3 ROOM,894A,TAMPINES ST 81,10 TO 12,74.0,MODEL A,1988,392000.0,65 years 02 months
39,6339c62618d5e7121da43f18,2022-07,TAMPINES,4 ROOM,148,SIMEI ST 1,07 TO 09,84.0,SIMPLIFIED,1988,505000.0,64 years 10 months
40,6339c62618d5e7121da43f19,2022-07,TAMPINES,4 ROOM,107,SIMEI ST 1,04 TO 06,104.0,MODEL A,1988,580000.0,65 years 04 months
41,6339c62618d5e7121da43f1c,2022-07,TAMPINES,4 ROOM,890B,TAMPINES AVE 1,07 TO 09,93.0,MODEL A,2015,648000.0,92 years 03 months
42,6339c62618d5e7121da43f1e,2022-07,TAMPINES,4 ROOM,907,TAMPINES AVE 4,04 TO 06,104.0,MODEL A,1984,505000.0,61 years 02 months
43,6339c62618d5e7121da43f20,2022-07,TAMPINES,4 ROOM,879B,TAMPINES AVE 8,13 TO 15,93.0,MODEL A,2017,638888.0,93 years 11 months
44,6339c62618d5e7121da43f23,2022-07,TAMPINES,4 ROOM,868B,TAMPINES AVE 8,04 TO 06,92.0,MODEL A,2015,575000.0,91 years 11 months
45,6339c62618d5e7121da43f28,2022-07,TAMPINES,4 ROOM,252,TAMPINES ST 21,01 TO 03,97.0,NEW GENERATION,1985,505000.0,61 years 08 months
46,6339c62618d5e7121da43f2e,2022-07,TAMPINES,4 ROOM,285,TAMPINES ST 22,04 TO 06,103.0,MODEL A,1984,505000.0,61 years 01 month
47,6339c62618d5e7121da43f31,2022-07,TAMPINES,4 ROOM,316,TAMPINES ST 33,07 TO 09,107.0,MODEL A,1995,500000.0,72 years 02 months
48,6339c62618d5e7121da43f36,2022-07,TAMPINES,4 ROOM,451,TAMPINES ST 42,04 TO 06,84.0,SIMPLIFIED,1987,470000.0,64 years 04 months
49,6339c62618d5e7121da43f3c,2022-07,TAMPINES,4 ROOM,725,TAMPINES ST 71,04 TO 06,103.0,MODEL A,1997,535000.0,74 years 02 months
50,6339c62618d5e7121da43f3d,2022-07,TAMPINES,4 ROOM,710,TAMPINES ST 71,13 TO 15,100.0,MODEL A,1997,518000.0,74 years
51,6339c62618d5e7121da43f3f,2022-07,TAMPINES,4 ROOM,722,TAMPINES ST 72,04 TO 06,99.0,MODEL A,1997,500000.0,73 years 10 months
52,6339c62618d5e7121da43f45,2022-07,TAMPINES,4 ROOM,896,TAMPINES ST 81,10 TO 12,104.0,MODEL A,1988,555000.0,65 years 03 months
53,6339c62618d5e7121da43f48,2022-07,TAMPINES,4 ROOM,836,TAMPINES ST 82,10 TO 12,104.0,MODEL A,1985,520000.0,61 years 10 months
54,6339c62618d5e7121da43f4a,2022-07,TAMPINES,4 ROOM,862A,TAMPINES ST 83,01 TO 03,104.0,MODEL A,1988,535000.0,64 years 10 months
55,6339c62618d5e7121da43f4f,2022-07,TAMPINES,4 ROOM,935,TAMPINES ST 91,04 TO 06,103.0,MODEL A,1984,505000.0,61 years 03 months
56,6339c62618d5e7121da43f55,2022-07,TAMPINES,5 ROOM,141,SIMEI ST 2,07 TO 09,122.0,IMPROVED,1989,630000.0,65 years 07 months
57,6339c62618d5e7121da43f59,2022-07,TAMPINES,5 ROOM,254,TAMPINES ST 21,04 TO 06,121.0,IMPROVED,1984,610000.0,61 years 04 months
58,6339c62618d5e7121da43f5a,2022-07,TAMPINES,5 ROOM,260,TAMPINES ST 21,04 TO 06,133.0,MODEL A,1984,630000.0,61 years 03 months
59,6339c62618d5e7121da43f5c,2022-07,TAMPINES,5 ROOM,385,TAMPINES ST 32,04 TO 06,125.0,IMPROVED,1993,610000.0,70 years 02 months
60,6339c62618d5e7121da43f5d,2022-07,TAMPINES,5 ROOM,340,TAMPINES ST 33,07 TO 09,137.0,MODEL A,1995,660000.0,72 years 05 months
61,6339c62618d5e7121da43f60,2022-07,TAMPINES,5 ROOM,407,TAMPINES ST 41,01 TO 03,138.0,MODEL A,1985,650000.0,62 years 04 months
62,6339c62618d5e7121da43f70,2022-07,TAMPINES,EXECUTIVE,940,TAMPINES AVE 5,07 TO 09,142.0,APARTMENT,1989,835000.0,65 years 11 months
63,6339c62618d5e7121da43f75,2022-07,TAMPINES,EXECUTIVE,893,TAMPINES AVE 8,10 TO 12,137.0,APARTMENT,1997,770000.0,73 years 09 months
64,6339c62618d5e7121da43f77,2022-07,TAMPINES,EXECUTIVE,156,TAMPINES ST 12,01 TO 03,150.0,MAISONETTE,1984,931000.0,61 years 03 months
65,6339c62618d5e7121da43f78,2022-07,TAMPINES,EXECUTIVE,245,TAMPINES ST 21,04 TO 06,150.0,MAISONETTE,1984,905000.0,61 years 06 months
66,6339c62618d5e7121da43f7b,2022-07,TAMPINES,EXECUTIVE,314,TAMPINES ST 33,04 TO 06,144.0,APARTMENT,1993,760000.0,70 years 01 month
67,6339c62618d5e7121da43f7c,2022-07,TAMPINES,EXECUTIVE,428,TAMPINES ST 41,10 TO 12,148.0,MAISONETTE,1986,780000.0,62 years 07 months
68,6339c62618d5e7121da43f7e,2022-07,TAMPINES,EXECUTIVE,495F,TAMPINES ST 43,01 TO 03,146.0,APARTMENT,1994,760000.0,70 years 07 months
69,6339c62618d5e7121da43ef4,2022-07,TAMPINES,2 ROOM,499A,TAMPINES AVE 9,07 TO 09,46.0,MODEL A,2014,327000.0,90 years 09 months
70,6339c62618d5e7121da43ef5,2022-07,TAMPINES,2 ROOM,522A,TAMPINES CTRL 7,07 TO 09,47.0,MODEL A,2015,335000.0,92 years 01 month
71,6339c62618d5e7121da43ef8,2022-07,TAMPINES,3 ROOM,523B,TAMPINES CTRL 7,04 TO 06,67.0,MODEL A,2015,450000.0,92 years 01 month
72,6339c62618d5e7121da43ef9,2022-07,TAMPINES,3 ROOM,523B,TAMPINES CTRL 7,10 TO 12,67.0,MODEL A,2015,488880.0,92 years 02 months
73,6339c62618d5e7121da43efb,2022-07,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,13 TO 15,62.0,DBSS,2014,553000.0,91 years
74,6339c62618d5e7121da43f0b,2022-07,TAMPINES,3 ROOM,408,TAMPINES ST 41,10 TO 12,60.0,IMPROVED,1985,365000.0,61 years 11 months
75,6339c62618d5e7121da43f0d,2022-07,TAMPINES,3 ROOM,434,TAMPINES ST 43,10 TO 12,74.0,MODEL A,1986,418000.0,63 years 01 month
76,6339c62618d5e7121da43f11,2022-07,TAMPINES,3 ROOM,819,TAMPINES ST 81,07 TO 09,68.0,NEW GENERATION,1984,390000.0,61 years 06 months
77,6339c62618d5e7121da43f14,2022-07,TAMPINES,4 ROOM,167C,SIMEI LANE,10 TO 12,94.0,DBSS,2011,750000.0,87 years 08 months
78,6339c62618d5e7121da43f1a,2022-07,TAMPINES,4 ROOM,230,SIMEI ST 4,04 TO 06,104.0,MODEL A,1988,510000.0,65 years 02 months
79,6339c62618d5e7121da43f1d,2022-07,TAMPINES,4 ROOM,811,TAMPINES AVE 4,07 TO 09,91.0,NEW GENERATION,1985,480000.0,61 years 09 months
80,6339c62618d5e7121da43f21,2022-07,TAMPINES,4 ROOM,868B,TAMPINES AVE 8,01 TO 03,92.0,MODEL A,2015,555000.0,92 years
81,6339c62618d5e7121da43f24,2022-07,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,07 TO 09,83.0,DBSS,2014,722000.0,91 years
82,6339c62618d5e7121da43f25,2022-07,TAMPINES,4 ROOM,519A,TAMPINES CTRL 8,04 TO 06,84.0,DBSS,2014,720000.0,91 years
83,6339c62618d5e7121da43f27,2022-07,TAMPINES,4 ROOM,164,TAMPINES ST 12,07 TO 09,103.0,MODEL A,1984,580000.0,61 years 05 months
84,6339c62618d5e7121da43f2a,2022-07,TAMPINES,4 ROOM,267,TAMPINES ST 21,04 TO 06,115.0,MODEL A,1983,555000.0,60 years
85,6339c62618d5e7121da43f2b,2022-07,TAMPINES,4 ROOM,287,TAMPINES ST 22,07 TO 09,102.0,MODEL A,1984,515000.0,61 years 01 month
86,6339c62618d5e7121da43f2f,2022-07,TAMPINES,4 ROOM,222,TAMPINES ST 24,10 TO 12,104.0,MODEL A,1985,521000.0,61 years 06 months
87,6339c62618d5e7121da43f32,2022-07,TAMPINES,4 ROOM,360,TAMPINES ST 34,04 TO 06,107.0,MODEL A,1996,485500.0,72 years 09 months
88,6339c62618d5e7121da43f33,2022-07,TAMPINES,4 ROOM,362,TAMPINES ST 34,01 TO 03,107.0,MODEL A,1996,480000.0,72 years 09 months
89,6339c62618d5e7121da43f3a,2022-07,TAMPINES,4 ROOM,498H,TAMPINES ST 45,04 TO 06,106.0,PREMIUM APARTMENT,1997,540000.0,73 years 10 months
90,6339c62618d5e7121da43f3b,2022-07,TAMPINES,4 ROOM,729,TAMPINES ST 71,01 TO 03,104.0,MODEL A,1997,515000.0,74 years 03 months
91,6339c62618d5e7121da43f3e,2022-07,TAMPINES,4 ROOM,734,TAMPINES ST 71,01 TO 03,104.0,MODEL A,1997,505000.0,73 years 11 months
92,6339c62618d5e7121da43f40,2022-07,TAMPINES,4 ROOM,717,TAMPINES ST 72,04 TO 06,100.0,MODEL A,1997,525000.0,73 years 10 months
93,6339c62618d5e7121da43f43,2022-07,TAMPINES,4 ROOM,887,TAMPINES ST 81,07 TO 09,104.0,MODEL A,1988,520000.0,65 years 02 months
94,6339c62618d5e7121da43f46,2022-07,TAMPINES,4 ROOM,842G,TAMPINES ST 82,04 TO 06,108.0,MODEL A,1995,565000.0,72 years 02 months
95,6339c62618d5e7121da43f52,2022-07,TAMPINES,5 ROOM,101,SIMEI ST 1,04 TO 06,128.0,IMPROVED,1988,670000.0,65 years 02 months
96,6339c62618d5e7121da43f53,2022-07,TAMPINES,5 ROOM,109,SIMEI ST 1,04 TO 06,122.0,IMPROVED,1988,660000.0,65 years 03 months
97,6339c62618d5e7121da43f54,2022-07,TAMPINES,5 ROOM,151,SIMEI ST 1,01 TO 03,122.0,IMPROVED,1988,680000.0,64 years 06 months
98,6339c62618d5e7121da43f57,2022-07,TAMPINES,5 ROOM,390,TAMPINES AVE 7,10 TO 12,124.0,IMPROVED,1994,688000.0,70 years 09 months
99,6339c62618d5e7121da43f58,2022-07,TAMPINES,5 ROOM,522B,TAMPINES CTRL 7,13 TO 15,113.0,IMPROVED,2015,825000.0,92 years 02 months
100,6339c62618d5e7121da43f61,2022-07,TAMPINES,5 ROOM,456,TAMPINES ST 42,01 TO 03,122.0,IMPROVED,1987,575000.0,64 years 05 months
101,6339c62618d5e7121da43f62,2022-07,TAMPINES,5 ROOM,491F,TAMPINES ST 45,07 TO 09,124.0,IMPROVED,1993,628000.0,70 years 01 month
102,6339c62618d5e7121da43f64,2022-07,TAMPINES,5 ROOM,728,TAMPINES ST 71,04 TO 06,123.0,IMPROVED,1997,660000.0,74 years 03 months
103,6339c62618d5e7121da43f67,2022-07,TAMPINES,5 ROOM,887A,TAMPINES ST 81,04 TO 06,122.0,IMPROVED,1988,640000.0,65 years 03 months
104,6339c62618d5e7121da43f6c,2022-07,TAMPINES,5 ROOM,871C,TAMPINES ST 86,04 TO 06,114.0,IMPROVED,2017,680000.0,93 years 08 months
105,6339c62618d5e7121da43ef6,2022-07,TAMPINES,2 ROOM,299A,TAMPINES ST 22,01 TO 03,45.0,MODEL A,2012,318000.0,88 years 09 months
106,6339c62618d5e7121da43ef7,2022-07,TAMPINES,3 ROOM,878A,TAMPINES AVE 8,13 TO 15,68.0,MODEL A,2017,490888.0,94 years
107,6339c62618d5e7121da43efc,2022-07,TAMPINES,3 ROOM,139,TAMPINES ST 11,01 TO 03,75.0,MODEL A,1984,390000.0,60 years 09 months
108,6339c62618d5e7121da43efe,2022-07,TAMPINES,3 ROOM,204,TAMPINES ST 21,07 TO 09,68.0,IMPROVED,1983,380000.0,60 years 06 months
109,6339c62618d5e7121da43eff,2022-07,TAMPINES,3 ROOM,295,TAMPINES ST 22,10 TO 12,73.0,MODEL A,1984,385000.0,60 years 09 months
110,6339c62618d5e7121da43f00,2022-07,TAMPINES,3 ROOM,291,TAMPINES ST 22,07 TO 09,73.0,MODEL A,1984,385000.0,61 years 01 month
111,6339c62618d5e7121da43f03,2022-07,TAMPINES,3 ROOM,227,TAMPINES ST 23,10 TO 12,67.0,NEW GENERATION,1986,406888.0,63 years
112,6339c62618d5e7121da43f04,2022-07,TAMPINES,3 ROOM,215,TAMPINES ST 23,10 TO 12,67.0,NEW GENERATION,1985,390000.0,62 years 04 months
113,6339c62618d5e7121da43f06,2022-07,TAMPINES,3 ROOM,219,TAMPINES ST 24,07 TO 09,73.0,MODEL A,1985,460000.0,61 years 08 months
114,6339c62618d5e7121da43f13,2022-07,TAMPINES,3 ROOM,845,TAMPINES ST 83,01 TO 03,74.0,MODEL A,1987,388000.0,64 years 06 months
115,6339c62618d5e7121da43f1f,2022-07,TAMPINES,4 ROOM,902,TAMPINES AVE 4,10 TO 12,111.0,MODEL A,1984,600000.0,61 years
116,6339c62618d5e7121da43f22,2022-07,TAMPINES,4 ROOM,869B,TAMPINES AVE 8,01 TO 03,92.0,MODEL A,2015,550000.0,91 years 11 months
117,6339c62618d5e7121da43f26,2022-07,TAMPINES,4 ROOM,111,TAMPINES ST 11,04 TO 06,103.0,MODEL A,1984,510000.0,61 years
118,6339c62618d5e7121da43f29,2022-07,TAMPINES,4 ROOM,266,TAMPINES ST 21,10 TO 12,109.0,MODEL A,1984,546000.0,61 years 01 month
119,6339c62618d5e7121da43f2d,2022-07,TAMPINES,4 ROOM,285,TAMPINES ST 22,01 TO 03,103.0,MODEL A,1984,460000.0,61 years 03 months
120,6339c62618d5e7121da43f34,2022-07,TAMPINES,4 ROOM,369,TAMPINES ST 34,04 TO 06,100.0,MODEL A,1997,511000.0,73 years 09 months
121,6339c62618d5e7121da43f35,2022-07,TAMPINES,4 ROOM,418,TAMPINES ST 41,07 TO 09,108.0,MODEL A,1985,535000.0,62 years
122,6339c62618d5e7121da43f37,2022-07,TAMPINES,4 ROOM,443,TAMPINES ST 43,10 TO 12,84.0,SIMPLIFIED,1985,505000.0,62 years 06 months
